Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
17/07/2025 19:19:36,18 à 24 ans,Homme,69100,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire, Vélo en libre service électrique","Vélo de Route, VTT, Vélo de ville (type Hollandais)",5,4,2,1,1,3,1,2,5,2,4,1,2,2,1,1,5,La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 19:42:30,18 à 24 ans,Femme,69100,Étudiant·e·s,Moins d'une fois par mois,Loisir,Non,Vélo en libre service musculaire,Vélo de ville (type Hollandais),5,4,4,3,5,4,2,3,4,4,5,3,4,4,3,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Peut être un facteur important à prendre en compte à Lyon : les travaux réguliers à Lyon, qui ont toujours leur impact au niveaux des pistes cyclables qui ne sont pas toujours bien aménagées en conséquence et rendent le trajet en général moins agréable (par exemple les travaux d’aménagement des nouveaux tramways en ce moment)"
17/07/2025 19:53:28,18 à 24 ans,Femme,60380,Étudiant·e·s,Moins d'une fois par mois,,Oui,"Vélo personnel musculaire, Vélo en libre service musculaire",Vélo de Route,5,5,4,4,5,2,2,4,3,3,4,1,3,2,2,1,3,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 20:05:25,18 à 24 ans,Homme,69005,Étudiant·e·s,Tous les jours ou presque,Loisir,Oui,Vélo personnel musculaire,Vélo de Route,1,1,2,2,3,4,2,2,3,2,1,2,2,2,2,3,1,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"y'a trop du monde qui travers la piste cyclable sans regarder, et qui marche sur piste cyclable "
17/07/2025 20:07:52,18 à 24 ans,Femme,69100,Étudiant·e·s,Moins d'une fois par mois,Loisir,Oui,"Vélo personnel musculaire, Vélo personnel électrique",VTT,5,4,4,3,5,5,2,3,4,3,5,1,4,4,4,3,3,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 20:12:45,18 à 24 ans,Homme,78110,Étudiant·e·s,Jamais,,Non,Je ne fais pas de vélo,,5,3,2,1,4,5,3,4,5,4,3,2,4,3,3,2,2,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 20:40:27,18 à 24 ans,Je ne préfère pas préciser,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTT,4,2,2,2,2,2,2,2,2,3,3,3,4,4,4,1,3,La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Il faut absolument penser en continuite et qu'un aménagement ne s'arrête pas subitement, (donc les intersections sont ultra importantes)
Il faut aussi créer plus de visibilité, créer des routes du vélo en beaucoup plus grand nombre (style voie lyonnaise mais surtour sur des moyennes distances, 1.5 à 4 km) "
17/07/2025 20:48:51,18 à 24 ans,Femme,69100,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Non,"Vélo personnel musculaire, Vélo en libre service musculaire, Vélo en libre service électrique",Vélo de ville (type Hollandais),5,5,4,4,5,4,4,4,5,4,5,4,5,3,3,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 20:49:40,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,"Vélo en libre service musculaire, Vélo en libre service électrique","VTT, Vélo de ville (type Hollandais)",4,4,3,3,3,4,3,2,4,2,4,2,2,2,2,1,2,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)","Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,J'ai déjà été dans des situations dangereuses mais c'était ma faute à moi tout seul car j'aime rouler comme un fou
17/07/2025 21:18:29,18 à 24 ans,Homme,69120,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir, Courses alimentaires",Oui,Vélo personnel musculaire,VTT,5,4,4,2,5,4,3,3,5,4,5,3,4,4,3,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Sur la page précédente, la pente de la route est un critère peu important s'il y a séparation voiture/vélo. En revanche, s'il n'y a pas de séparation et que la pente est ascendante, on se sent très peu en sécurité en vélo du fait de la différence de vitesse plus élevée.

A Lyon, on trouve malheureusement beaucoup de bandes cyclables, notamment pour aller direction Villeurbanne. Celles-ci sont souvent peu larges et ne permettent pas des dépassements en sécurité. 

Il faudrait plus de cohérence avec les panneaux m12 : absence sur certaines intersections alors qu'on pourrait passer sans danger (alors qu'on en retrouve dans des configurations similaires). Au contraire, il y a parfois des M12 trop permissifs permettant d'aller dans toutes les directions alors que les carrefours ne me paraissent pas adapté pour tourner à gauche en sécurité."
17/07/2025 21:22:12,50 à 64 ans,Homme,69005,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,"Vélo de Route, VTT",5,4,2,2,4,4,2,2,5,2,5,4,3,4,5,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Contre-sens cyclables stressants
17/07/2025 21:25:48,18 à 24 ans,Homme,31000,Étudiant·e·s,Moins d'une fois par mois,ça dépend,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",Typw velov,2,3,2,3,4,5,3,4,3,3,3,4,3,4,3,1,3,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,Le nombre de voies de voitures,La pente de la route,"A mon sens, les endroits où il y a de multiples sens de circulations ( de tout type vélo, voitures, etc...)"
17/07/2025 21:38:59,18 à 24 ans,Femme,17560,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Oui,Vélo personnel musculaire,"Vélo de Route, Vélo de ville (type Hollandais)",4,2,3,2,3,4,3,3,3,4,3,1,2,2,4,2,4,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 21:47:42,18 à 24 ans,Homme,Villeurbanne,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Non,"Vélo en libre service musculaire, Vélo en libre service électrique",Vélo de ville (type Hollandais),5,3,4,3,4,3,1,4,5,3,5,1,4,4,3,1,4,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 21:57:36,18 à 24 ans,Homme,69100,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo personnel électrique",Vélo de ville (type Hollandais),5,5,2,1,3,4,1,2,3,2,5,1,2,3,1,1,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 22:27:51,18 à 24 ans,Femme,29000,Employé·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Non,Vélo personnel électrique,Vélo de ville (type Hollandais),4,3,4,3,3,4,2,2,3,3,4,2,3,3,3,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)","Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 23:13:45,18 à 24 ans,Femme,31000,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",Vélo de ville (type Hollandais),5,5,3,2,4,4,3,5,5,5,5,1,4,4,4,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
18/07/2025 00:49:58,18 à 24 ans,Femme,2613 TV,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,5,5,3,3,5,4,2,3,5,3,5,1,3,3,2,2,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 08:39:25,18 à 24 ans,Femme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,Domicile - Travail,Oui,Vélo personnel musculaire,VTT,5,5,3,3,5,5,3,4,5,4,5,3,4,3,4,2,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Les voies cyclables qui longent des places de parking : danger des voitures qui sortent et entrent dans les places + personnes qui se stationnent SUR la voie cyclable...
18/07/2025 08:46:35,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Non,Vélo en libre service musculaire,,4,5,3,2,5,4,2,3,4,3,4,2,3,2,2,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 09:01:14,35 à 49 ans,Homme,69006,"Cadres, professions intellectuelles supérieures",Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTT,4,2,3,1,2,4,3,2,3,2,4,3,3,3,1,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)","Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
18/07/2025 09:03:20,18 à 24 ans,Homme,94160,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,5,4,3,4,3,4,4,4,5,4,5,3,4,4,4,3,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,
18/07/2025 09:11:04,18 à 24 ans,Homme,69003,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,"Vélo en libre service musculaire, Vélo en libre service électrique","Vélo de Route, Vélo de ville (type Hollandais)",4,4,3,3,4,4,2,3,4,3,4,2,2,2,3,3,4,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,
18/07/2025 09:22:07,18 à 24 ans,Homme,69003,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,"Vélo en libre service musculaire, Vélo en libre service électrique","VTT, Vélo de ville (type Hollandais)",4,5,4,2,4,2,2,3,3,3,5,3,4,3,2,2,4,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,Le nombre de voies de voitures,
